DEFESA NOTIFICACAO;Migração;true
MANUNTENCAO EQUIPAMENTO ELETRONICO;Migração;true
DESAVERBACAO TEMPO SERVICO;Migração;true
DESCONTO SEGURO;Migração;true
DESPESA PUBLICIDADE;Migração;true
DESPESA SERVICO FOTOGRAFICO;Migração;true
DESTINAÇÃO LOTE;Migração;true
DOACAO VERBA;Migração;true
ELABORACAO PROGRAMA;Migração;true
ELABORACAO PROGRAMA DESEMBOLSO;Migração;true
ELABORACAO PROJETO;Migração;true
ELABORACAO  PROJETO URBANISTICO;Migração;true
ELABORACAO PROJETO VIARIO;Migração;true
ELABORACAO RELATORIO;Migração;true
EMISSAO ORDEM SERVICO;Migração;true
ENCAMINHA RELAÇÃO  ;Migração;true
EQUIVALENCIA CURSO;Migração;true
ESTRATEGIA MATRICULA ESCOLAR;Migração;true
GRATIFICACAO REGENCIA CLASSE;Migração;true
INSTALACAO REDE AGUA;Migração;true
INSTALACAO REDE ELETRICA;Migração;true
INSTALACAO REDE ESGOTO;Migração;true
INSTALACAO REDE TELEFONICA;Migração;true
IMPLANTACAO REGIME JURIDICO;Migração;true
IMPLANTACAO REGIMENTO;Migração;true
IMPLANTACAO SUBESTACAO;Migração;true
INCENTIVO FISCAL;Migração;true
INCENTIVO FUNCIONAL;Migração;true
INCLUSAO PROVA JURIDICA;Migração;true
INCLUSAO SALARIO FAMILIA;Migração;true
INCORPORACAO POLICIAL;Migração;true
APOIO EVENTO;Migração;true
INDENIZACAO TRANSPORTE;Migração;true
INDICACAO POSTO ATENDIMENTO;Migração;true
INDICACAO POSTO FISCAL;Migração;true
INQUERITO ADMINISTRATIVO;Migração;true
INQUERITO POLICIAL;Migração;true
INSPENCAO OBRA SOCIAL;Migração;true
INSTALACAO ILUMINACAO;Migração;true
INSTALACAO ILUMINACAO PUBLICA;Migração;true
INSTALACAO PONTO VENDA;Migração;true
INVENTARIO BEM PATRIMONIAL;Migração;true
IRREGULARIDADE INQUERITO;Migração;true
IRREGULARIDADE LOTE;Migração;true
IRREGULARIDADE OBRAS;Migração;true
IRREGULARIDADE PONTO VENDA;Migração;true
PRORROGACAO PRAZO REQUISICAO;Migração;true
IRREGULARIDADE POSTO FISCAL;Migração;true
IRREGULARIDADE PROPOSTA;Migração;true
IRREGULARIDADE TRAILLER;Migração;true
ISENCAO INPC;Migração;true
ISENCAO IMPOSTO;Migração;true
ISENCAO IPTU;Migração;true
ISENCAO IPVA;Migração;true
ISENCAO ISS;Migração;true
ISENCAO MULTA;Migração;true
ALTERACAO TABELA;Migração;true
LANCAMENTO TRIBUTARIO;Migração;true
LAUDO MEDICO;Migração;true
LAUDO TECNICO;Migração;true
LICENCA ESPECIAL;Migração;true
LICENCA MEDICA;Migração;true
LICENCA PREMIO ASSIDUIDADE;Migração;true
LICENCA PROVISORIA;Migração;true
LIQUIDACAO DE DEBITO;Migração;true
MANDADO SEGURANÇA;Migração;true
MANDATO SEGURANCA;Migração;true
MANUTENCAO ILUMINACAO;Migração;true
MANUTENCAO SISTEMA SANITARIO;Migração;true
MANUTENCAO SISTEMA VIARIO;Migração;true
MANUTENCAO SUBESTACAO;Migração;true
MUDNCA INSTALACAO FISICA;Migração;true
NOMEACAO POSSE CARGO;Migração;true
OCORRENCIA;Migração;true
OCORRENCIA FURTO;Migração;true
OCORRENCIA POLICIAL;Migração;true
OCUPACAO ESPACO SOCIAL;Migração;true
PAGAMENTO NOTIFICACAO;Migração;true
PAGAMENTO PRESTACAO SERVICO;Migração;true
SOLICITACAO DE PAGAMENTO DE FOLHA;Migração;true
PAGAMENTO SALARIO FAMILIA;Migração;true
PAGAMENTO SEGURO;Migração;true
PROGRESSÃO FUNCIONAL ;Migração;true
PAGAMENTO SEGURO OBRIGARIO;Migração;true
PAGAMENTO TAXA;Migração;true
PAGAMENTO TITULO;Migração;true
PAGAMENTO TLP;Migração;true
PAGAMANTO VENCIMENTO;Migração;true
PENSAO ALIMENTICIA;Migração;true
PARTILHA DOS DIREITOS;Migração;true
PLANO CARGO SALARIO;Migração;true
PLANO ORCAMENTARIO;Migração;true
PLANILHA CUSTO;Migração;true
precatorio;Migração;true
PRESERVACAO MEIO AMBIENTE;Migração;true
PRESTACAO SERVICO;Migração;true
PRESTACAO SERVICO LIMPEZA;Migração;true
PROCESSO ADMINISTRATIVO;Migração;true
PROMOCAO INCENTIVO FUNCIONAL;Migração;true
LAUDO CIRCUSTANCIADO;Migração;true
PRORROGACAO PRAZO;Migração;true
REAJUSTE TABELA;Migração;true
RECONSIDERAÇÃO RECURSO;Migração;true
OCUPAÇÃO IMOVEL;Migração;true
RECURSO ADMINISTRATIVO;Migração;true
REDUCAO E DESCONTO;Migração;true
REEMBOLSO SALARIO ENCARGO;Migração;true
REFORMA ADMINISTRATIVA;Migração;true
REFORMA INSTALACAO FISICA;Migração;true
REGISTRO EMPRESA;Migração;true
REGISTRO DE ENTIDADE;Migração;true
ANTECIPACAO DECIMO TERCEIRO;Migração;true
REGULARIZAÇÃO IMOVEL;Migração;true
REGULARIZACAO IMOVEL COMERCIAL;Migração;true
REGULARIZACAO IMPOSTO;Migração;true
REGULARIZAÇÃO LOTE;Migração;true
REGULARIZACAO NORMA;Migração;true
REGULARIZACAO OBRA SOCIAL;Migração;true
CANCELAMENTO CONCORRENCIA;Migração;true
REMANEJAMENTO REDE AGUA;Migração;true
REMANEJAMENTO REDE ESGOTO;Migração;true
REMANEJAMENTO REDE TELEFONICA;Migração;true
REMUNERACAO DE SERVICO;Migração;true
REMUNERACAO SERVIDOR;Migração;true
RENOVACAO INSCRICAO;Migração;true
RETIFICACAO SALARIO;Migração;true
REQUISICAO SERVIDOR;Migração;true
REVISAO DE PROJETOS;Migração;true
revogacao decreto;Migração;true
seguranca obra publica;Migração;true
SUBSIDIO TRANSPORTE;Migração;true
SECRETARIA DE EDUCAÇÃO;Migração;true
TERMO ADITIVO CONTRATO;Migração;true
TOMADA DE PRECOS;Migração;true
SOLICITA INFORMAÇÃO DE CONVOCADOS;Migração;true
TRANSFERENCIA  DE DIREITOS;Migração;true
RELATORIO PROGRAMA MORAR MELHOR;Migração;true
TRANSFERENCIA PLACA;Migração;true
TRANSFERENCIA TITULARIDADE;Migração;true
URBANIZAÇÃO AREA;Migração;true
VISTORIA TECNICA;Migração;true
TREINAMENTO PESSOAL;Migração;true
INCORPORACAO BEM PATRIMONIAL;Migração;true
LICENCA EXECUCAO OBRA;Migração;true
FUNDO ROTATIVO;Migração;true
CONTRATO SERVICO VIGILANCIA;Migração;true
CONTRATO SERVICO LIMPEZA;Migração;true
RECLAMACAO CONSUMO AGUA;Migração;true
RECLAMACAO ESGOTO;Migração;true
TERMO QUITACAO;Migração;true
